nome,categoria_origem,venue,bairro,dias_apresentacao,desconto_percentual,preco_bruto,url_origem,sinopse_oficial,horarios_sessao,duracao_minutos,idade_minima,idade_maxima,preco_inteira_centavos,url_ingresso
O Maior Quintal do Mundo,Teatro Infantil,Ecovilla Ri Happy,Jardim Botânico,"Dias 13, 14, 20, 21, 27",30%,R$40,https://clubinhodeofertas.com.br/rio-de-janeiro/o-maior-quintal-do-mundo-3524,"O espetáculo convida a desaprender o mundo utilitarista para reaprender as miudezas da vida. Apresentações aos sábados e domingos às 11h na Ecovilla Ri Happy. ⚠️ As vendas encerram 1 hora antes do início de cada sessão do espetáculo. No fundo de um quintal, desses que cabem no pé da infância e no peito dos poetas, vive Manoel, um menino que escuta o amarelo do sol, conversa com pedras e planta palavras no chão. ⏰ HORÁRIOS: 📆Sábados e domingos - 11h Classificação: Livre Sobre o espetáculo: No fundo de um quintal, desses que cabem no pé da infância e no peito dos poetas, vivem Manoel, um menino que escuta o amarelo do sol, conversa com pedras e planta palavras no chão. Seu mundo é feito de restos, silêncios e despropósitos, onde o inútil ganha asas e o esquecido vira semente. Entre passarinhos e pregos enferrujados, ele inventa uma nova ordem: a lógica do encanto. Com a ajuda de narradores brincantes e versos que escorrem feito um rio inventado, o espetáculo convida a desaprender o mundo utilitarista para reaprender as miudezas da vida. O Maior Quintal do Mundo é uma travessia poética pela infância como território sagrado, onde até a bunda de uma formiga pode ser maior que o univers",13/06 às 11:00 | 14/06 às 11:00 | 20/06 às 11:00 | 21/06 às 11:00 | 27/06 às 11:00 | 28/06 às 11:00,60,2,12,4000,https://clubinhodeofertas.com.br/rio-de-janeiro/o-maior-quintal-do-mundo-3524
